2.747538,	-0.001273,	1.338553,	-1.911517,	-0.372783,	-2.255911,	
0.923830,	-0.005132,	-2.508770,	-8.723490,	1.653074,	-9.713129,	
2.871106,	-0.004479,	4.302219,	-4.664713,	-0.185602,	-4.843787,	
0.658720,	-0.007326,	9.869766,	-1.445286,	7.965207,	-7.708094,	
0.770043,	-0.002470,	12.053739,	1.140663,	7.556132,	-4.270731,	
2.316995,	-0.002053,	-5.217374,	-1.982454,	-4.271745,	-4.888771,	
-2.338864,	-0.003711,	-5.274608,	-1.791277,	-4.282807,	-4.755291,	
1.413434,	-0.000183,	8.599572,	-4.476183,	4.707798,	-5.213110,	
0.479491,	-0.000497,	-5.833115,	-9.363223,	2.037591,	-11.170567,	
-0.253612,	-0.001524,	-7.411740,	-9.680192,	1.847554,	-11.469351,	
-0.614928,	-0.001444,	-3.718902,	-9.087502,	2.787534,	-11.366722,	
3.133887,	-0.003579,	-2.534949,	-1.747607,	-4.282469,	-6.030039,	
0.569045,	-0.008352,	-3.465756,	-8.981955,	3.128098,	-11.602946,	
-0.246597,	-0.001515,	-5.603571,	-9.432536,	3.349880,	-12.682313,	
3.073649,	-0.004257,	0.784108,	-3.916464,	-3.111812,	-7.021967,	
0.758020,	-0.005871,	-8.573250,	-9.540496,	-1.138711,	-8.718176,	
-3.009688,	-0.001495,	-4.912696,	-0.219577,	-5.041144,	-5.215933,	
-2.785334,	-0.003503,	-1.887223,	-2.972443,	-4.154469,	-6.860947,	
0.876037,	-0.003184,	7.958382,	-4.116715,	6.642821,	-8.353187,	
-0.332578,	-0.001865,	-12.989844,	-9.045792,	-4.011279,	-5.251881,	
1.779995,	-0.000751,	5.313419,	-6.772366,	1.994303,	-6.356731,	
1.126932,	-0.000255,	-4.302831,	-8.872121,	-0.272552,	-8.755141,	
-2.518748,	-0.000750,	-3.689465,	-2.496752,	-4.262689,	-5.957138,	
0.931447,	-0.000320,	9.945801,	-2.444038,	6.935200,	-6.580304,	
2.062290,	-0.002058,	-8.692044,	-0.429590,	-5.010022,	-2.803123,	
-1.766469,	-0.002080,	-5.301718,	-5.864677,	-3.275615,	-6.494855,	
0.714334,	-0.005404,	5.897082,	-5.048342,	6.757149,	-10.129571,	
1.450147,	-0.000830,	-5.570112,	-7.434421,	-2.357568,	-7.152613,	
-1.381281,	-0.002268,	9.113539,	-4.476020,	5.075558,	-5.443470,	
-2.536765,	-0.002459,	6.297525,	-5.213887,	1.520698,	-3.965092,	
2.300112,	-0.001958,	7.218516,	-5.027607,	2.484518,	-3.368400,	
1.040761,	-0.002550,	9.615348,	-3.016399,	6.374399,	-6.225034,	
0.310815,	-0.002598,	12.064828,	2.008291,	9.272946,	-6.812942,	
-0.339424,	-0.008588,	-3.085168,	-8.669747,	4.626276,	-13.045145,	
2.597948,	-0.003254,	-5.986381,	0.026562,	-4.715502,	-4.017018,	
-2.280616,	-0.001260,	-4.479811,	-3.035157,	-4.094362,	-5.699525,	
2.889615,	-0.000012,	3.124376,	-4.737784,	-1.378150,	-6.072419,	
0.126368,	-0.008371,	-3.458016,	-8.679540,	5.051700,	-13.685454,	
2.789809,	-0.000917,	2.256310,	-4.836674,	-2.044193,	-6.756325,	
0.781321,	-0.003365,	-12.815979,	-7.413323,	-5.049221,	-3.840442,	
-2.263659,	-0.001041,	5.521189,	-6.283843,	0.949427,	-5.678164,	
1.370061,	-0.001183,	10.728131,	-2.640502,	5.738527,	-3.778051,	
2.120304,	-0.000039,	9.100890,	-2.943462,	4.379057,	-0.656280,	
-1.404625,	-0.003414,	10.662054,	-2.530303,	5.624660,	-3.479600,	
2.070405,	-0.005524,	4.944893,	-6.394561,	1.047907,	-5.887454,	
1.188276,	-0.004525,	-6.770736,	-8.326247,	-1.984051,	-7.594017,	
-0.582283,	-0.006533,	-7.922228,	-9.744089,	0.193573,	-9.906455,	
-1.000580,	-0.007233,	8.705770,	-3.905631,	6.367667,	-7.381666,	
2.899295,	-0.001679,	-1.023559,	-3.006312,	-3.731363,	-6.630177,	
0.668973,	-0.008073,	-3.528436,	-9.118322,	2.569943,	-11.121405,	
-0.996401,	-0.005836,	-8.249536,	-8.770774,	-2.024906,	-7.660684,	
-2.972928,	-0.002699,	-0.230371,	-3.391800,	-3.471543,	-6.812496,	
0.904434,	-0.000472,	13.029986,	2.864258,	6.957950,	-1.434078,	
2.002138,	-0.000698,	8.211738,	-5.043541,	3.343008,	-3.643745,	
-0.454776,	-0.004959,	-4.861815,	-9.349466,	2.991984,	-12.043827,	
2.916519,	-0.000803,	-1.724598,	-2.657112,	-4.111797,	-6.665935,	
0.269909,	-0.010956,	-2.183660,	-8.316673,	5.392789,	-13.498150,	
1.322373,	-0.001091,	7.455054,	-5.663845,	4.557410,	-6.779583,	
0.975179,	-0.000539,	-12.761360,	-5.388240,	-5.778326,	-2.149064,	
-1.088043,	-0.003586,	-11.501909,	-6.430072,	-4.769200,	-4.200983,	
-1.997150,	-0.004852,	6.123466,	-6.398377,	1.912949,	-5.615730,	
2.167909,	-0.000556,	1.602408,	-6.249759,	-1.137279,	-6.889725,	
-2.323168,	-0.003289,	0.981413,	-5.664028,	-1.871794,	-6.938659,	
2.321319,	-0.001920,	3.212328,	-6.106155,	-0.626750,	-6.534491,	
1.052362,	-0.007806,	-4.773473,	-9.176227,	-0.163996,	-9.096078,	
2.465348,	-0.000302,	-8.126487,	2.245315,	-4.581574,	-1.328852,	
-1.740214,	-0.005278,	-3.404880,	-6.890208,	-2.296035,	-7.265388,	
0.539700,	-0.009347,	5.389655,	-4.912251,	7.529290,	-11.334904,	
1.466412,	-0.006458,	-4.289060,	-7.775326,	-1.772906,	-7.601988,	
-0.126495,	-0.013332,	-4.107690,	-8.976607,	4.750922,	-13.697142,	
-0.966570,	-0.004744,	8.928650,	-3.788476,	6.633082,	-7.582755,	
-1.890259,	-0.005255,	0.934121,	-7.159509,	-0.671373,	-7.367005,	
1.775184,	-0.005161,	2.908810,	-7.365876,	0.703503,	-7.219534,	
-1.309244,	-0.004206,	2.846672,	-7.893644,	2.547804,	-8.562800,	
1.181970,	-0.008171,	3.443704,	-7.493347,	3.344686,	-8.735993,	
-0.408153,	-0.004735,	0.894187,	-7.155445,	6.477064,	-13.112559,	
-0.080849,	-0.007828,	1.993091,	-6.070871,	8.005175,	-14.054713,	
0.504871,	-0.004746,	1.088034,	-7.152951,	5.922554,	-12.322933,	
-1.332882,	-0.003506,	3.579743,	-7.494998,	2.764853,	-8.156025,	
1.503868,	-0.002956,	2.100070,	-7.675206,	1.298022,	-7.758187,	
2.448446,	-0.002321,	-2.162158,	-3.817491,	-3.630452,	-6.615555,	
-0.569268,	-0.004306,	8.605948,	-2.531056,	8.350228,	-9.583734,	
2.199810,	-0.000722,	1.773818,	-6.063688,	-1.087179,	-6.703962,	
-1.279451,	-0.004266,	2.695961,	-7.827517,	2.598421,	-8.584502,	
1.138937,	-0.003323,	3.338379,	-7.373965,	3.503782,	-8.829926,	
-0.489037,	-0.008855,	1.188093,	-7.099992,	6.168796,	-12.571162,	
0.126783,	-0.011288,	1.919954,	-6.077778,	7.792287,	-13.795909,	
0.303023,	-0.004759,	0.812602,	-6.850887,	6.724415,	-13.259309,	
-0.959885,	-0.007278,	3.201633,	-7.102180,	4.397415,	-9.650749,	
1.164205,	-0.008322,	2.237485,	-7.640074,	2.811689,	-8.730512,	
2.762924,	-0.002301,	-5.149560,	0.106392,	-4.449531,	-4.031697,	
-2.562071,	-0.003337,	-4.421322,	-1.354244,	-4.261063,	-4.911775,	
-0.470786,	-0.001095,	-9.900420,	-9.613124,	-1.102471,	-8.630042,	
1.427974,	-0.003738,	8.288994,	-4.860366,	4.524893,	-5.487681,	
0.658335,	-0.002506,	-11.943224,	-8.311774,	-3.908744,	-5.225912,	
-0.879908,	-0.005611,	7.572811,	-4.273525,	6.493469,	-8.439320,	
-1.636231,	-0.002516,	2.441008,	-7.419930,	0.989187,	-7.357732,	
1.675647,	-0.000690,	1.777955,	-7.316281,	0.506422,	-7.262932,	
0.804361,	-0.002761,	10.876001,	-0.808540,	7.514649,	-6.005520,	
1.226535,	-0.005412,	8.439557,	-4.429304,	5.245736,	-6.172997,	
0.686157,	-0.006081,	-10.975623,	-8.744653,	-3.015407,	-6.423333,	
0.319700,	-0.000688,	6.419194,	-3.378012,	8.756781,	-11.689191,	
-0.955577,	-0.005214,	-10.794944,	-7.541961,	-3.856910,	-5.299601,	
-2.432082,	-0.003766,	4.263923,	-5.411097,	0.120388,	-5.320056,	
2.368663,	-0.004451,	5.201618,	-5.334058,	0.921457,	-4.671559,	
0.818836,	-0.005534,	-10.799120,	-8.199954,	-3.399233,	-5.891807,	
0.044975,	-0.003551,	6.253836,	-3.127150,	9.355292,	-12.471429,	
-0.801364,	-0.003166,	-10.964275,	-8.208498,	-3.460314,	-5.793205,	
-2.369700,	-0.000682,	5.293621,	-5.374493,	0.971546,	-4.678753,	
2.413891,	-0.003351,	4.429774,	-5.269776,	0.335683,	-5.018373,	
0.929935,	-0.005045,	-10.384490,	-7.817329,	-3.485752,	-5.747370,	
0.276215,	-0.006553,	6.177982,	-3.431683,	8.789156,	-11.871795,	
-1.089245,	-0.001234,	-10.606310,	-6.662448,	-4.210363,	-4.707795,	
-1.690772,	-0.003746,	6.764882,	-5.902103,	3.060796,	-5.547149,	
0.136637,	-0.009554,	9.230058,	-0.631940,	9.650476,	-10.179476,	
-0.272218,	-0.007020,	9.513116,	-0.528500,	9.378842,	-9.579462,	
2.005985,	-0.001768,	-3.563506,	-4.758098,	-3.062777,	-6.054217,	
-2.629334,	-0.000506,	-5.997649,	0.992008,	-4.137435,	-2.613317,	
3.042035,	-0.002066,	-3.738171,	-0.483750,	-4.180020,	-4.643921,	
2.813289,	-0.001723,	5.798803,	-4.141404,	1.701211,	-2.530112,	
-1.734527,	-0.003404,	2.312025,	-7.181980,	0.590269,	-7.087750,	
1.828982,	-0.004227,	-0.020949,	-6.788182,	-0.921962,	-7.027349,	
3.121654,	-0.001462,	1.140125,	-3.664649,	-2.523037,	-6.187256,	
-1.717482,	-0.002845,	2.510946,	-7.247488,	0.743668,	-7.140887,	
1.820794,	-0.002468,	0.230706,	-6.890860,	-0.769288,	-7.083022,	
-3.001850,	-0.001423,	-3.593714,	-0.930075,	-4.426903,	-5.312942,	
0.211313,	-0.007296,	-2.338574,	-8.195144,	5.407203,	-13.473656,	
1.289745,	-0.005639,	7.229337,	-5.536086,	4.535112,	-6.769380,	
1.128053,	-0.002419,	-11.198127,	-5.957538,	-4.761979,	-3.927825,	
-1.102386,	-0.001296,	-11.845144,	-5.360260,	-5.246948,	-2.985361,	
-0.962515,	-0.002613,	7.185358,	-4.877194,	5.974279,	-8.304042,	
0.333722,	-0.002945,	-13.141123,	-8.637284,	-4.497889,	-4.391902,	
-0.876809,	-0.006959,	7.902131,	-4.032551,	6.630401,	-8.308771,	
-0.826075,	-0.002523,	-3.091826,	-8.986198,	1.960430,	-10.318546,	
-2.142122,	-0.000644,	3.690545,	-6.210345,	0.196515,	-6.104186,	
-0.968565,	-0.005663,	-0.419339,	-8.429112,	2.625683,	-9.928745,	
-0.436447,	-0.003391,	3.703822,	-5.535411,	7.421329,	-12.271661,	
1.317334,	-0.004882,	0.147329,	-8.060752,	1.098496,	-8.331013,	
-1.022033,	-0.005471,	10.272823,	-2.216140,	6.639029,	-5.710206,	
-0.847502,	-0.000351,	-0.626758,	-8.404578,	3.162207,	-10.498341,	
-0.700211,	-0.003200,	4.089222,	-6.024248,	6.167107,	-10.752967,	
1.431736,	-0.002667,	0.218912,	-7.883891,	0.651468,	-7.972472,	
-0.276426,	-0.006132,	-10.737312,	-9.835297,	-1.175315,	-8.702655,	
1.068964,	-0.005585,	9.849293,	-2.863342,	6.323015,	-5.873909,	
0.341284,	-0.002437,	-7.675166,	-9.810744,	1.402452,	-11.131162,	
-1.977515,	-0.002865,	-1.837176,	-6.072643,	-2.288446,	-6.971921,	
1.871531,	-0.004070,	2.505946,	-7.043115,	0.205378,	-6.981480,	
-2.287807,	-0.001677,	1.260961,	-5.726428,	-1.589228,	-6.768755,	
1.851922,	-0.001407,	8.790308,	-4.762537,	3.882149,	-3.680235,	
-0.341563,	-0.000480,	11.439993,	1.007438,	9.434872,	-7.883919,	
-2.318657,	-0.004415,	0.470701,	-5.450986,	-2.087474,	-6.863848,	
1.983198,	-0.001763,	-6.508682,	-3.422837,	-4.290470,	-5.149429,	
-2.024649,	-0.000344,	-6.875851,	-2.803917,	-4.482351,	-4.767735,	
-0.340099,	-0.001759,	10.508214,	0.039121,	9.432152,	-8.858293,	
0.010101,	-0.005872,	-11.439746,	-9.919854,	-1.520770,	-8.399278,	
0.725476,	-0.007308,	10.275275,	-1.412525,	7.824079,	-7.228277,	
-1.973978,	-0.000331,	9.560341,	-2.545976,	4.637490,	-0.727882,	
-0.612763,	-0.001409,	9.921135,	-1.301031,	8.263955,	-8.068148,	
2.774769,	-0.003671,	-1.026177,	-3.087899,	-3.474289,	-6.335600,	
-0.664584,	-0.011383,	0.910632,	-7.529155,	5.031524,	-11.524902,	
0.020462,	-0.001974,	2.316499,	-5.744530,	8.055529,	-13.798032,	
0.628054,	-0.001893,	0.785782,	-7.404722,	5.025256,	-11.465422,	
-2.768897,	-0.003971,	-0.824748,	-3.122316,	-3.283887,	-6.175990,	
-0.867028,	-0.003569,	12.121580,	1.008462,	7.267509,	-3.714055,	
1.671578,	-0.002025,	6.396510,	-6.030218,	2.904120,	-5.732180,	
1.195035,	-0.006301,	-8.320311,	-7.410121,	-3.019058,	-6.319901,	
1.140860,	-0.001682,	11.068426,	-1.206139,	6.330541,	-3.835107,	
0.982966,	-0.000112,	8.570601,	-3.593328,	6.240790,	-7.053621,	
0.364072,	-0.009700,	-5.019930,	-9.130105,	3.070452,	-11.988563,	
0.096083,	-0.007112,	-5.919197,	-9.375653,	3.370811,	-12.728532,	
2.321753,	-0.005188,	1.446640,	-5.556064,	-1.546848,	-6.617390,	
-0.709345,	-0.000084,	1.219718,	-7.605566,	4.908978,	-11.330712,	
0.163939,	-0.010524,	2.293085,	-5.910786,	7.876816,	-13.668030,	
0.502510,	-0.009299,	0.669275,	-7.306511,	5.677679,	-12.256652,	
-2.020969,	-0.005536,	2.840684,	-6.580776,	0.005560,	-6.578385,	
0.016788,	-0.002030,	7.533759,	-2.194996,	9.724923,	-11.918197,	
-0.726237,	-0.002627,	12.957938,	2.743215,	7.579498,	-2.937014,	
-0.230770,	-0.003470,	13.123725,	3.860545,	8.910015,	-4.820291,	
-0.417963,	-0.000955,	13.331031,	4.141731,	8.199177,	-3.354815,	
0.137974,	-0.012002,	-5.830014,	-9.324418,	3.315711,	-12.602909,	
-2.747593,	-0.004485,	-3.079784,	-1.985932,	-4.267587,	-5.919155,	
-0.448153,	-0.012219,	-0.610667,	-7.830509,	5.505806,	-12.821389,	
-1.079572,	-0.004665,	4.218756,	-6.936096,	4.239427,	-8.953276,	
1.527711,	-0.000058,	0.996391,	-7.745515,	0.665393,	-7.774136,	
1.048148,	-0.006346,	8.569287,	-4.099573,	6.031522,	-7.077142,	
0.662722,	-0.006595,	-10.289058,	-9.278857,	-2.174907,	-7.573196,	
2.118910,	-0.003749,	0.371412,	-6.130820,	-1.647881,	-6.994761,	
2.235330,	-0.006448,	-0.442042,	-5.485864,	-2.388039,	-6.970641,	
-0.357377,	-0.000584,	-4.587178,	-9.291370,	3.671186,	-12.731351,	
2.979396,	-0.003469,	-0.807544,	-3.252493,	-3.921185,	-7.124385,	
1.031615,	-0.001072,	-7.562462,	-8.966970,	-1.707662,	-8.091771,	
3.137020,	-0.004158,	1.782859,	-4.399450,	-2.616590,	-7.016039,	
1.263409,	-0.005557,	7.750155,	-5.374142,	4.889916,	-6.827759,	
-0.866016,	-0.002489,	-11.641801,	-7.858127,	-4.142385,	-5.166569,	
-2.847105,	-0.000794,	1.754254,	-4.475112,	-2.329868,	-6.704145,	
-2.269590,	-0.001779,	8.262377,	-4.682294,	3.310401,	-2.557244,	
2.625096,	-0.000969,	7.323690,	-4.325487,	2.864241,	-1.833503,	
0.092533,	-0.008194,	10.081641,	-0.045576,	10.025610,	-10.020370,	
2.829132,	-0.000809,	4.519945,	-5.137029,	-0.337859,	-5.458613,	
-1.188440,	-0.005396,	-1.493499,	-8.768562,	0.981118,	-9.139531,	
-0.624862,	-0.008167,	4.594194,	-5.666297,	6.906611,	-11.300672,	
1.569298,	-0.003365,	-0.699175,	-7.830469,	-0.356895,	-7.831136,	
0.567292,	-0.008285,	7.905640,	-3.058559,	8.078019,	-9.835034,	
0.639765,	-0.006975,	-10.442798,	-9.288598,	-2.222864,	-7.514638,	
1.946034,	-0.004919,	3.601756,	-6.852683,	0.568626,	-6.641685,	
0.333183,	-0.004812,	-1.433014,	-8.049229,	5.550491,	-13.285681,	
-2.854873,	-0.001590,	3.621636,	-4.963147,	-1.051643,	-5.971385,	
-0.695792,	-0.007682,	-8.038091,	-9.672990,	-0.403476,	-9.361325,	
-2.905760,	-0.001922,	2.592215,	-4.705577,	-1.876879,	-6.529658,	
-3.034098,	-0.004613,	5.411896,	-5.094784,	0.344779,	-4.752169,	
2.293726,
